isbn13,title,authors,publication_date
9782266130608,Le Club de la dernière chance,Marian Keyes,6/5/2003
9782266108270,Les vacances de Rachel (Walsh Family  #2),Marian Keyes/Roxane Azimi,5/2/2002
9788401329548,Rachel se va de viaje (La familia Walsh  #2),Marian Keyes,1/31/2003
9783453868571,Auszeit für Engel Walsh Family  #3),Marian Keyes,2/1/2003
9780099461265,Open House,Elizabeth Berg,9/29/2003
9780373250479,Slightly Settled (Slightly  #2),Wendy Markham,1/23/2004
9784091252081,犬夜叉 8,Rumiko Takahashi,11/18/1998
9784091252074,犬夜叉 7,Rumiko Takahashi,8/8/1998
9784091256447,犬夜叉 24,Rumiko Takahashi,12/18/2001
9784091256485,犬夜叉 28,Rumiko Takahashi,12/5/2002
9784091252043,犬夜叉 4,Rumiko Takahashi,12/10/1997
9784091256423,犬夜叉 22,Rumiko Takahashi,8/9/2001
9784091256461,犬夜叉 26,Rumiko Takahashi,6/18/2002
9784091255822,犬夜叉 12,Rumiko Takahashi,9/18/1999
9784091255877,犬夜叉 17,Rumiko Takahashi,8/9/2000
9784091255846,犬夜叉 14,Rumiko Takahashi,2/18/2000
9784091252104,犬夜叉 10,Rumiko Takahashi,4/17/1999
9784091252012,犬夜叉 1,Rumiko Takahashi,4/18/1997
9784091256478,犬夜叉  27,Rumiko Takahashi,9/18/2002
9781569311936,The Return of Lum  Volume 3: Sweet Revenge (Urusei Yatsura  #4),Rumiko Takahashi,3/8/1997
9781569312100,The Return of Lum  Volume 5: Feudal Furor (Urusei Yatsura  #6),Rumiko Takahashi,12/6/1997
9788484497288,Lamu: Urusei Yatsura  3,Rumiko Takahashi,8/30/2005
9781569310359,The Return of Lum  Volume 1: Urusei Yatsura (Urusei Yatsura  #2),Rumiko Takahashi,6/5/1995
9781569310199,Lum: Urusei Yatsura. Perfect Collection (Urusei Yatsura  #1),Rumiko Takahashi,6/5/1997
9784091265128,らんま½ 12,Rumiko Takahashi,9/18/2002
9781591162865,Ranma 1/2  Vol. 12 (Ranma ½ (US 2nd)  #12),Rumiko Takahashi,8/17/2004
9781413901436,Your and My Secret  Vol. 1,Ai Morinaga,7/6/2004
9780345459848,A Man Rides Through (Mordant's Need  #2),Stephen R. Donaldson,6/3/2003
9780006163831,The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson,11/18/1996
9780553071795,The Gap Into Madness: Chaos and Order (Gap  #4),Stephen R. Donaldson,6/1/1994
9780553297607,The Gap Into Vision: Forbidden Knowledge (Gap  #2),Stephen R. Donaldson,7/21/2010
9780345418470,The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson,6/23/1997
9780553562606,The Gap Into Power: A Dark and Hungry God Arises (Gap  #3),Stephen R. Donaldson,10/21/2009
9781421513683,Pretty Face  Vol. 1,Yasuhiro Kano,8/7/2007
9781889963853,Not Just a Pretty Face: Dolls and Human Figurines in Alaska Native Cultures,Molly C. Lee/Angela J. Linn/Chase Hensel/James H. Barker,3/1/2006
9780373255597,Just Another Pretty Face (Hollywood Dynasty  #2),Candace Schuler,7/23/1993
9780316058780,Skylight Confessions,Alice Hoffman,1/1/2007
9780316154093,The Foretelling,Alice Hoffman,9/1/2006
9780316010191,Incantation,Alice Hoffman,10/1/2006
9780425190371,Practical Magic (Practical Magic #1),Alice Hoffman,8/5/2003
9780345455918,The Probable Future,Alice Hoffman,6/1/2004
9780805210552,The Complete Stories,Franz Kafka/Nahum N. Glatzer/John Updike/Willa Muir/Edwin Muir/Tania Stern/James Stern/Ernst Kaiser/Eithne Wilkins,11/14/1995
9780805210644,Amerika,Franz Kafka/Willa Muir/Edwin Muir/Klaus Mann/E.L. Doctorow,7/2/1996
9780679423034,Collected Stories,Franz Kafka/Willa Muir/Edwin Muir/Gabriel Josipovici,10/26/1993
9780816615155,Kafka: Toward a Minor Literature,Gilles Deleuze/Félix Guattari/Franz Kafka,10/31/1986
9780393058482,The Annotated Brothers Grimm,Jacob Grimm/Wilhelm Grimm/Maria Tatar/A.S. Byatt/George Cruikshank/Paul Hey/Walter Crane/Warwick Goble/Kay Nielsen/Arthur Rackham,9/17/2004
9780517229255,The Complete Brothers Grimm Fairy Tales,Jacob Grimm/Wilhelm Grimm,10/3/2006
9780553382167,The Complete Fairy Tales of The Brothers Grimm,Jacob Grimm/Wilhelm Grimm/Jack D. Zipes/Johnny Gruelle,1/1/2003
9780515130997,Beyond Innocence (Beyond Duet  #1),Emma Holly,7/1/2001
9781401211325,Emma  Vol. 01,Kaoru Mori/森 薫,9/20/2006
9780812551242,Drum Into Silence (Drums of Chaos  #3),Jo Clayton/Kevin Andrew Murphy,2/1/2004
9780886776176,Dance Down the Stars (Duel of Sorcery: Dancer  #3),Jo Clayton,9/1/1994
9780812551235,Drum Calls (Drums of Chaos  #2),Jo Clayton,7/1/1998
9780886776503,Fire in the Sky (Diadem: Shadowsong  #1),Jo Clayton,5/1/1995
9780886771386,Quester's Endgame,Jo Clayton,7/1/1986
9780886774677,Shadowkill (Diadem: Shadith's Quest  #3),Jo Clayton/Jo Clayton,4/1/1991
9781400040353,Lidia's Family Table,Lidia Matticchio Bastianich/David Nussbaum/Christopher Hirsheimer,11/23/2004
9781400040360,Lidia's Italy,Lidia Matticchio Bastianich/Tanya Bastianich Manuali/David Nussbaum/Christopher Hirsheimer,4/10/2007
9780767914222,La Cucina Di Lidia: Recipes and Memories from Italy's Adriatic Coast,Lidia Matticchio Bastianich/Jay Jacobs,4/8/2003
9781559360807,Blood Wedding and Yerma,Federico García Lorca/W.S. Merwin/Langston Hughes,5/1/1994
9780374528553,Selected Verse,Federico García Lorca/Christopher Maurer,6/9/2004
9780060976118,Operation Wandering Soul,Richard Powers,4/2/2002
9780312423131,Galatea 2.2,Richard Powers,1/1/2004
9780060975098,Three Farmers on Their Way to a Dance,Richard Powers,12/1/1994
9781405153607,Christian Theology: An Introduction,Alister E. McGrath,11/13/2006
9780099453833,The Time of Our Singing,Richard Powers,2/5/2004
9781405153584,The Christian Theology Reader,Alister E. McGrath,9/1/2006
9780060977085,Prisoner's Dilemma,Richard Powers,4/2/2002
9780385722162,In the Beginning: The Story of the King James Bible and How it Changed a Nation  a Language  and a Culture,Alister E. McGrath,2/19/2002
9780099284468,Gain,Richard Powers,11/1/2001
9780029227961,Presidential Power and the Modern Presidents: The Politics of Leadership from Roosevelt to Reagan,Richard E. Neustadt,3/1/1991
9780679776215,The Grotesque,Patrick McGrath,1/28/1997
9781400075485,Port Mungo,Patrick McGrath,6/14/2005
9780618506910,Entre Amis: An Interactive Approach,Michael D. Oates/Larbi Oukada,3/17/2005
9780099285823,Experience,Martin Amis,4/5/2001
9780375701153,Heavy Water and Other Stories,Martin Amis,3/14/2000
9780099461876,Visiting Mrs Nabokov and Other Excursions,Martin Amis,4/7/2005
9780571212002,Intimacy And Other Stories,Hanif Kureishi,7/9/2001
9780571200436,The Buddha of Suburbia,Hanif Kureishi,4/5/2000
9780006861355,Image-Music-Text,Roland Barthes/Stephen Heath,9/13/1993
9780795000379,Camera Lucida: Reflections on Photography,Roland Barthes/Richard Howard,6/1/2001
9780520071773,The Fashion System,Roland Barthes/Matthew    Ward/Richard Howard,7/25/1990
9780520072381,The Responsibility of Forms: Critical Essays on Music  Art  and Representation,Roland Barthes/Richard Howard,2/7/1991
9780224011877,The Pleasure of the Text,Roland Barthes/Richard Miller,2/12/1976
9780099428633,How to Travel with a Salmon & Other Essays,Umberto Eco/William Weaver,4/16/2001
9780151001361,How to Travel with a Salmon and Other Essays,Umberto Eco/William Weaver,12/1/1994
9782253033134,Le Nom de la rose,Umberto Eco/Jean-Noël Schifano,11/2/1983
9788497824613,Os libros arden mal,Manuel Rivas,6/24/2006
9781585420827,The Age of Access: The New Culture of Hypercapitalism  Where All of Life Is a Paid-For Experience,Jeremy Rifkin/Ralph Fowler,3/5/2001
9781556591600,The Book of Questions,Pablo Neruda/William O'Daly,4/1/2001
9781570915062,Bugs for Lunch/Insectos para el almuerzo,Margery Facklam/Sylvia Long/Liliana Valenzuela,7/1/2002
9781578050499,My Story as told by Water: Confessions  Druidic Rants  Reflections  Bird-watchings  Fish-stalkings  Visions  Songs and Prayers Refracting Light  from Living Rivers  in the Age of the Industrial Dark,David James Duncan,7/17/2001
9780330351744,Pilgrims and Other Stories,Elizabeth Gilbert,4/9/1998
9780142002834,The Last American Man,Elizabeth Gilbert,5/27/2003
9780395924853,Pilgrims Pa,Elizabeth Gilbert,9/17/1998
9780618127337,Stern Men,Elizabeth Gilbert,6/8/2001
9780312286217,A Writer's Workbook: Daily Exercises for the Writing Life,Caroline Sharp/Elizabeth Gilbert,6/14/2002
9780060525125,Size 14 Is Not Fat Either (Heather Wells  #2),Meg Cabot,11/28/2006
9780060874308,Missing You (1-800-Where-R-You  #5),Meg Cabot,12/26/2006
9780060851989,Queen of Babble (Queen of Babble  #1),Meg Cabot,5/23/2006
9780060525118,Size 12 Is Not Fat (Heather Wells  #1),Meg Cabot,12/27/2005
9780060880125,How to Be Popular,Meg Cabot,8/31/2006
9780060847180,Valentine Princess (The Princess Diaries  #7.75),Meg Cabot,12/12/2006
9780060725143,Darkest Hour (The Mediator  #4),Meg Cabot,12/28/2004
9780060085445,She Went All the Way,Meg Cabot,12/3/2002
9780375828461,Are We There Yet?,David Levithan,7/12/2005
9780375832994,Boy Meets Boy,David Levithan,5/10/2005
9780439890281,This Is Push: New Stories from the Edge,David Levithan/Patricia McCormick/Matthue Roth/Kevin Waltman/Samantha Schutz/Coe Booth/Eddie de Oliveira/Tanuja Desai Hidier/Kevin Brooks/Chris Wooding/Markus Zusak/Brian James/Kristen Kemp/Eireann Corrigan/Christopher Krovatin/Billy Merrell,2/1/2007
9780375836572,The Realm of Possibility,David Levithan,5/9/2006
9780439087308,Ten Things I Hate about You,David Levithan,6/1/1999
9780439736466,Where We Are  What We See: The Best Young Writers and Artists in America,David Levithan,5/1/2005
9780505524744,Aphrodite's Passion (Superhero Central #2),Julie Kenner,4/1/2002
9780743496148,The Manolo Matrix (Codebreaker Trilogy #2),Julie Kenner,2/1/2006
9780505523976,The Cat's Fancy,Julie Kenner,8/1/2000
9780425215388,Demons Are Forever (Demon-Hunting Soccer Mom  #3),Julie Kenner,7/3/2007
9780505525093,Aphrodite's Secret (Superhero Central #3),Julie Kenner,5/6/2003
9780425213919,The Good Ghouls' Guide to Getting Even (Beth Frasier #1),Julie Kenner,4/3/2007
9780505525758,Aphrodite's Flame (Superhero Central #4),Julie Kenner,8/1/2004
9780515142211,Carpe Demon (Demon-Hunting Soccer Mom  #1),Julie Kenner,10/31/2006
9781931520119,Perfect Circle,Sean Stewart,6/1/2004
9780192893222,The Great Philosophers: An Introduction to Western Philosophy,Bryan Magee/Myles Burnyeat/Martha C. Nussbaum/Anthony Kenny/Bernard Williams/Anthony Quinton/Michael  Ayres/John Passmore/Geoffrey Warnock/Peter Singer/Frederick Charles Copleston/J. P. Stern/Hubert L. Dreyfus/Sidney Morgenbesser/A.J. Ayer/John Rogers Searle,1/18/2001
9780192854179,Talking Philosophy: Dialogues with Fifteen Leading Philosophers,Bryan Magee/Isaiah Berlin/Charles Taylor/Herbert Marcuse/William Barrett/Anthony Quinton/A.J. Ayer/Bernard Williams/R. M. Hare/Willard Van Orman Quine/John Rogers Searle/Noam Chomsky/Hilary Putnam/Ronald Dworkin/Iris Murdoch/Ernest Gellner,10/18/2001
9780751333329,The Story of Philosophy: A Concise Introduction to the World's Greatest Thinkers and Their Ideas,Bryan Magee,11/1/2005
9780472064847,Feminist Measures: Soundings in Poetry and Theory,Lynn Keller/Lynn Keller,12/14/1994
9780198284543,Taxation of Mineral Rents,Ross Garnaut,11/17/1983
9780393978513,Dubliners,James Joyce/Margot Norris/Hans Walter Gabler/Walter Hettche,2/1/2006
9780140247749,Dubliners: Text  Criticism  and Notes,James Joyce/Robert Scholes/A. Walton Litz,8/1/1996
9780060789565,Dubliners,James Joyce/Frank McCourt/Donal Donnelly/Ciaran Hinds/Colm Meaney/Malachy McCourt,5/10/2005
9780764537158,CliffsNotes on Joyce's Dubliners (Cliffs Notes),Adam  Sexton/G. Tubach,4/25/2003
9780439774383,The Door to Time (Ulysses Moore  #1),Pierdomenico Baccalario/Iacopo Bruno/Laura Zuccotti/Leah D. Janeczko/Beth Dunfey,1/1/2006
9780060590154,Ulysses S. Grant: The Unlikely Hero,Michael Korda,9/28/2004
9780805069495,Ulysses S. Grant,Josiah Bunting/Arthur M. Schlesinger Jr.,9/8/2004
9780807840894,Allusions in Ulysses: An Annotated List,Weldon Thornton,9/20/1982
9780750937252,Ulysses Found,Ernle Bradford,2/1/2005
9781904148456,The Scandal of Ulysses: The Life And Afterlife of a Twentieth Century Masterpiece,Bruce Arnold,11/15/2005
9780312274924,Round Ireland with a Fridge,Tony Hawks,3/7/2001
9780971500761,Discovery of the Presence of God: Devotional Nonduality,David R. Hawkins,6/28/2007
9780971500747,Transcending the Levels of Consciousness: The Stairway to Enlightenment,David R. Hawkins,6/28/2006
9780964326194,The Eye of the I: From Which Nothing is Hidden,David R. Hawkins,6/23/2001
9780299178000,Letters to J. D. Salinger,Chris Kubica/Chris Kubica,3/4/2002
9780791056646,J.D. Salinger's Catcher in the Rye (Modern Critical Interpretations),Harold Bloom,12/31/2000
9780812416114,Lord of the Flies,William Golding,7/1/1959
9780689835612,Where Is Baby's Mommy? (A Lift-the-Flap Book),Karen Katz,4/1/2001
9780689849251,Counting Christmas,Karen Katz,10/1/2003
9780345461612,Running from the Deity (Pip & Flinx #11),Alan Dean Foster,11/28/2006
9780345461278,Lost and Found,Alan Dean Foster,5/31/2005
9780345418685,Reunion (Pip & Flinx #8),Alan Dean Foster,2/26/2002
9780727852663,The Dig,Alan Dean Foster,1/1/1998
9780380793471,Regarding the Fountain: A Tale  in Letters  of Liars and Leaks,Kate Klise/M. Sarah Klise,3/9/1999
9780743518369,Pimsleur German Level 1 CD: [Lessons 1-30],Pimsleur Language Programs,4/1/2010
9780375424434,The Architecture of Happiness,Alain de Botton,10/3/2006
9780679779179,The Consolations of Philosophy,Alain de Botton,4/3/2001
9780679779155,How Proust Can Change Your Life,Alain de Botton,4/28/1998
9780312155612,Kiss & Tell,Alain de Botton,5/15/1997
9780140276619,The Consolations of Philosophy,Alain de Botton,3/1/2001
9780375725357,Status Anxiety,Alain de Botton,5/10/2005
9780802142405,On Love,Alain de Botton,1/6/2006
9781573229715,Miracle at St. Anna,James   McBride,1/7/2003
9783426612781,Die Farbe von Wasser,James   McBride,2/1/2001
9780786930678,Dragons of Winter Night (Dragonlance: Chronicles #2),Margaret Weis/Tracy Hickman,7/1/2003
9781932796780,Dragons of Winter Night (Dragonlance: Chronicles  #2),Margaret Weis/Tracy Hickman,4/10/2007
9780441012596,Dragon's Treasure,Elizabeth A. Lynn,9/27/2005
9780743498098,Watchtower (Chronicles of Tornor  #1),Elizabeth A. Lynn,12/1/2004
9781400032389,Letters to a Young Artist,Anna Deavere Smith,1/24/2006
9781583332054,The Hip Chick's Guide to Macrobiotics: A Philosophy for Achieving a Radiant Mind and a Fabulous Body,Jessica Porter/Michio Kushi,9/9/2004
9780613046886,La casa en Mango Street,Sandra Cisneros/Elena Poniatowska,10/18/1994
9780791063378,Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris,6/15/2002
9780143039600,The Dharma Bums,Jack Kerouac/Ann  Douglas,4/5/2007
9780307335852,The Alchemist's Daughter,Katharine McMahon,10/24/2006
9781421507668,The Art of Fullmetal Alchemist: The Anime,Hiromu Arakawa/Akira Watanabe/Eric Searleman,10/17/2006
9781421508382,Fullmetal Alchemist  Vol. 11 (Fullmetal Alchemist  #11),Hiromu Arakawa/Akira Watanabe,1/16/2007
9780131445963,Astronomy Today,Eric Chaisson/Steve McMillan,7/26/2004
9780764584657,Astronomy For Dummies,Stephen P. Maran,5/6/2005
9780471265184,Astronomy: A Self-Teaching Guide,Dinah L. Moché,2/24/2004
9780131871656,Astronomy: A Beginner's Guide to the Universe,Eric Chaisson/Steve McMillan,2/24/2006
9780471409762,Bad Astronomy,Philip Plait,3/5/2002
9780500251218,The Complete World of Greek Mythology,Richard Buxton,6/28/2004
9780446607254,Mythology: Timeless Tales of Gods and Heroes,Edith Hamilton,8/1/1999
9780316341516,Mythology,Edith Hamilton/Steele Savage,9/14/1998
9780375714627,Mythology: The DC Comics Art of Alex Ross,Alex Ross/Geoff Spear/Chip Kidd,11/8/2005
9780195153828,Norse Mythology: A Guide to the Gods  Heroes  Rituals  and Beliefs,John Lindow,10/17/2002
9780517588376,Classic Myths to Read Aloud: The Great Stories of Greek and Roman Mythology  Specially Arranged for Children Five and Up by an Educational Expert,William F. Russell,4/28/1992
9781857880786,Snapshots From Hell: The Making Of An MBA,Peter M. Robinson,4/26/2005
9780805413991,Watchmen on the Walls,Hannah Hurnard,3/1/1998
9780446691864,America (The Book): A Citizen's Guide to Democracy Inaction  (Teacher's Edition),Jon   Stewart/Scott C. Jacobson,9/25/2006
9780684849300,The Children's Book of America,William J. Bennett/Michael Hague,11/2/1998
9780439050135,The Journal of Scott Pendleton Collins: A World War 2 Soldier,Walter Dean Myers,6/1/1999
9780762412631,The New Big Book of America,Todd Davis/Marc Frey,3/21/2002
9780226182001,Awake in the Dark: The Best of Roger Ebert,Roger Ebert/David Bordwell,9/15/2006
9780836282894,"Ebert's ""Bigger"" Little Movie Glossary",Roger Ebert/Ray Ebert,12/3/2005
9780836279290,The Perfect London Walk,Roger Ebert/Daniel Curley/Jack Lane,1/1/1986
9780452287679,The Truth with Jokes,Al Franken,10/1/2006
9780452285217,Lies & the Lying Liars Who Tell Them: A Fair & Balanced Look at the Right,Al Franken,7/27/2004
9780743251006,"Still More George W. Bushisms: ""Neither in French nor in English nor in Mexican""",Jacob Weisberg/Al Franken,11/4/2003
9780553470949,You're Good Enough  You're Smart Enough  & Doggone It  People Like You!,Al Franken,10/1/1992
9780440504702,I'm Good Enough  I'm Smart Enough  & Doggone It  People Like Me!,Al Franken/Melody Beattie/Stuart Smalley,10/1/1992
9780618083619,J.R.R. Tolkien: Artist and Illustrator,Wayne G. Hammond/Christina Scull/J.R.R. Tolkien,10/18/2000
9780618391134,The J.R.R. Tolkien Companion and Guide,Christina Scull/Wayne G. Hammond,11/2/2006
9780618894642,The Children of Húrin,J.R.R. Tolkien/Christopher Tolkien/Alan  Lee,4/17/2007
9780345458568,Tales Before Tolkien: The Roots of Modern Fantasy,Douglas A. Anderson/Frank R. Stockton/Ludwig Tieck/Richard Garnett/H. Rider Haggard/Andrew Lang/William Hope Hodgson/E.A. Wyke-Smith/David  Lindsay/Clemence Housman/George MacDonald/Arthur Machen/A. Merritt/L. Frank Baum/Kenneth Morris/William Morris/James Branch Cabell/Lord Dunsany/Francis Stevens/E.H. Knatchbull-Hugessen/E. Nesbit,11/29/2005
9780618391028,The J.R.R. Tolkien Companion and Guide  Volume 1: Chronology,Christina Scull/Wayne G. Hammond,11/2/2006
9780395606490,Sauron Defeated: The History of The Lord of the Rings  Part Four (The History of Middle-Earth  #9),J.R.R. Tolkien/Christopher Tolkien,10/27/1992
9780618391011,The J.R.R. Tolkien Companion and Guide  Volume 2: Reader's Guide,Wayne G. Hammond/Wayne G. Hammond,11/2/2006
9780007149124,Tales from the Perilous Realm,J.R.R. Tolkien,9/2/2002
